stage,policy_id,game,game_name,split,weeks,draws,replicates,cost_per_replicate,raw_roi_mean,raw_roi_median,robust_roi_mean,fixed_roi_mean,delta_robust_roi_mean,delta_robust_roi_median,delta_ci_low,delta_ci_high,delta_fixed_roi_mean,delta_fixed_ci_low,delta_fixed_ci_high,positive_replicate_rate,active_week_rate,active_week_win_rate,median_max_drawdown,hits_per_replicate,top2_hits_all_replicates
coarse,candidate__hot_w20_d097,super,威力彩,train,482,963,8,481500,-0.7392328660436137,-0.777858774662513,-0.7392328660436137,-0.7392328660436137,0.026291017653167183,-0.00794392523364486,0.026350622406639,0.026350622406639,0.026291017653167183,0.026350622406639,0.026350622406639,0.375,0.970954356846473,0.4722222222222222,-376350.5,570.0,0
coarse,candidate__hot_w20_d097,super,威力彩,validation,241,482,8,241000,-0.7880186721991701,-0.8064315352697096,-0.7880186721991701,-0.7880186721991701,0.023651452282157676,0.029045643153526972,0.023651452282157676,0.023651452282157676,0.023651452282157676,0.023651452282157676,0.023651452282157676,0.75,0.983402489626556,0.5147679324894515,-194350.0,289.625,0
coarse,candidate__hot_w20_d099,super,威力彩,holdout,242,484,8,242000,-0.7962809917355372,-0.8099173553719008,-0.7962809917355372,-0.7962809917355372,-0.010330578512396695,0.006198347107438017,-0.010330578512396695,-0.010330578512396695,-0.010330578512396695,-0.010330578512396695,-0.010330578512396695,0.625,0.9834710743801653,0.4957983193277311,-196000.0,282.5,0
coarse,candidate__hot_w20_d099,super,威力彩,train,482,963,8,481500,-0.7930516614745586,-0.7982326064382139,-0.7930516614745586,-0.7930516614745586,-0.02752777777777778,-0.0032118380062305294,-0.027412344398340248,-0.027412344398340248,-0.02752777777777778,-0.027412344398340248,-0.027412344398340248,0.375,0.975103734439834,0.4595744680851064,-389355.0,564.0,0
coarse,candidate__hot_w20_d099,super,威力彩,validation,241,482,8,241000,-0.7964211618257262,-0.803941908713693,-0.7964211618257262,-0.7964211618257262,0.015248962655601661,0.019087136929460582,0.01524896265560166,0.01524896265560166,0.015248962655601661,0.01524896265560166,0.01524896265560166,0.75,0.9543568464730291,0.5217391304347826,-193750.0,293.75,0
coarse,candidate__hot_w50_d094,super,威力彩,holdout,242,484,8,242000,-0.7334710743801653,-0.8119834710743802,-0.7334710743801653,-0.7334710743801653,0.052479338842975204,-0.009297520661157025,0.052479338842975204,0.052479338842975204,0.052479338842975204,0.052479338842975204,0.052479338842975204,0.5,0.9752066115702479,0.4830508474576271,-197500.0,285.0,0
coarse,candidate__hot_w50_d094,super,威力彩,train,482,963,8,481500,-0.8020218068535826,-0.8063208722741433,-0.8020218068535826,-0.8020218068535826,-0.036497923156801663,-0.002482866043613707,-0.03637318464730291,-0.03637318464730291,-0.036497923156801663,-0.03637318464730291,-0.03637318464730291,0.375,0.9875518672199171,0.46638655462184875,-388361.0,575.5,0
coarse,candidate__hot_w50_d094,super,威力彩,validation,241,482,8,241000,-0.791441908713693,-0.7989626556016598,-0.791441908713693,-0.791441908713693,0.020228215767634852,0.024481327800829875,0.020228215767634856,0.020228215767634856,0.020228215767634852,0.020228215767634856,0.020228215767634856,0.625,0.966804979253112,0.5021459227467812,-192550.0,287.0,0
coarse,candidate__hot_w50_d097,super,威力彩,holdout,242,484,8,242000,-0.809297520661157,-0.8121900826446281,-0.809297520661157,-0.809297520661157,-0.02334710743801653,-0.01797520661157025,-0.02334710743801653,-0.02334710743801653,-0.02334710743801653,-0.02334710743801653,-0.02334710743801653,0.375,0.9669421487603306,0.4230769230769231,-196550.0,280.375,0
coarse,candidate__hot_w50_d097,super,威力彩,train,482,963,8,481500,-0.7965983904465213,-0.7943239875389408,-0.7965983904465213,-0.7965983904465213,-0.031074506749740397,0.0006947040498442368,-0.03095539419087137,-0.03095539419087137,-0.031074506749740397,-0.03095539419087137,-0.03095539419087137,0.5,0.9813278008298755,0.48625792811839325,-385112.0,570.5,0
coarse,candidate__hot_w50_d097,super,威力彩,validation,241,482,8,241000,-0.803838174273859,-0.8107883817427386,-0.803838174273859,-0.803838174273859,0.00783195020746888,0.015352697095435686,0.00783195020746888,0.00783195020746888,0.00783195020746888,0.00783195020746888,0.00783195020746888,0.625,0.970954356846473,0.5256410256410257,-195400.0,285.5,0
coarse,candidate__hot_w50_d099,super,威力彩,holdout,242,484,8,242000,-0.8207644628099173,-0.818801652892562,-0.8207644628099173,-0.8207644628099173,-0.034814049586776856,-0.02190082644628099,-0.03481404958677686,-0.03481404958677686,-0.034814049586776856,-0.03481404958677686,-0.03481404958677686,0.25,0.9752066115702479,0.4703389830508475,-198150.0,281.125,0
coarse,candidate__hot_w50_d099,super,威力彩,train,482,963,8,481500,-0.7998128245067497,-0.8141858774662513,-0.7998128245067497,-0.7998128245067497,-0.034288940809968846,-0.002357217030114226,-0.034166493775933615,-0.034166493775933615,-0.034288940809968846,-0.034166493775933615,-0.034166493775933615,0.375,0.979253112033195,0.4682203389830508,-392484.5,557.875,0
coarse,candidate__hot_w50_d099,super,威力彩,validation,241,482,8,241000,-0.7902489626556016,-0.8099585062240664,-0.7902489626556016,-0.7902489626556016,0.02142116182572614,0.015352697095435686,0.02142116182572614,0.02142116182572614,0.02142116182572614,0.02142116182572614,0.02142116182572614,0.75,0.970954356846473,0.5256410256410257,-195200.0,290.25,0
coarse,random_5,super,威力彩,holdout,242,484,8,242000,-0.7859504132231405,-0.8022727272727272,-0.7859504132231405,-0.7859504132231405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-194150.0,280.5,0
coarse,random_5,super,威力彩,train,482,963,8,481500,-0.7655238836967808,-0.8131090342679128,-0.7655238836967808,-0.7655238836967808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-391512.0,568.375,0
coarse,random_5,super,威力彩,validation,241,482,8,241000,-0.8116701244813278,-0.8101659751037344,-0.8116701244813278,-0.8116701244813278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-196250.0,277.125,0
coarse,candidate__antipop_m035_d055,lotto649,大樂透,holdout,255,573,8,143250,-0.6986343804537521,-0.7068062827225131,-0.6986343804537521,-0.7128612565445026,-0.041077661431064574,-0.003176265270506108,-0.037679971988795524,-0.037679971988795524,-0.007210296684118673,-0.013434313725490199,-0.013434313725490199,0.5,0.8980392156862745,0.4585152838427948,-101550.0,86.0,0
coarse,candidate__antipop_m035_d055,lotto649,大樂透,train,510,1038,8,259500,-0.6701787090558766,-0.6719479768786127,-0.6701787090558766,-0.6701787090558766,-0.012698458574181119,-0.017314065510597304,-0.011468709150326797,-0.011468709150326797,0.00538728323699422,0.006936192810457515,0.006936192810457515,0.375,0.8627450980392157,0.49318181818181817,-176181.5,158.625,0
coarse,candidate__antipop_m035_d055,lotto649,大樂透,validation,255,542,8,135500,-0.6563745387453874,-0.6966789667896679,-0.6563745387453874,-0.6931337638376384,0.03229151291512915,0.008612546125461255,0.03325410830999067,0.03325410830999067,0.008269372693726936,0.010568814192343606,0.010568814192343606,0.5,0.8980392156862745,0.49344978165938863,-94800.0,89.875,0
coarse,candidate__antipop_m035_d075,lotto649,大樂透,holdout,255,573,8,143250,-0.7045375218150087,-0.7102966841186736,-0.7045375218150087,-0.7045375218150087,-0.046980802792321114,-0.04397905759162304,-0.04564752567693744,-0.04564752567693744,0.0011134380453752205,-0.005417553688141926,-0.005417553688141926,0.375,0.9019607843137255,0.5130434782608696,-101750.0,86.25,0
coarse,candidate__antipop_m035_d075,lotto649,大樂透,train,510,1038,8,259500,-0.6531449903660886,-0.6643236994219652,-0.6531449903660886,-0.6719985549132947,0.004335260115606937,0.0028208092485549133,0.004378326330532214,0.004378326330532214,0.0035674373795761085,0.0035969537815126063,0.0035969537815126063,0.5,0.8705882352941177,0.48423423423423423,-173324.0,160.625,0
coarse,candidate__antipop_m035_d075,lotto649,大樂透,validation,255,542,8,135500,-0.6324760147601476,-0.7056568265682657,-0.6324760147601476,-0.7177610701107011,0.05619003690036901,-0.018265682656826567,0.06133239962651727,0.06133239962651727,-0.016357933579335793,-0.015767600373482727,-0.015767600373482727,0.5,0.9058823529411765,0.47186147186147187,-95616.5,82.25,0
coarse,candidate__antipop_m035_d090,lotto649,大樂透,holdout,255,573,8,143250,-0.6737975567190226,-0.6851657940663176,-0.6737975567190226,-0.6905759162303665,-0.016240837696335077,0.007993019197207678,-0.01697394957983193,-0.01697394957983193,0.015075043630017453,0.004405042016806721,0.004405042016806721,0.5,0.8705882352941177,0.5225225225225225,-98450.0,92.25,0
coarse,candidate__antipop_m035_d090,lotto649,大樂透,train,510,1038,8,259500,-0.6465260115606937,-0.6678246628131022,-0.6465260115606937,-0.6824311175337187,0.010954238921001927,-0.029678227360308285,0.011423050887021474,0.011423050887021474,-0.006865125240847783,-0.00671077264239029,-0.00671077264239029,0.375,0.8745098039215686,0.49327354260089684,-173300.5,158.125,0
coarse,candidate__antipop_m035_d090,lotto649,大樂透,validation,255,542,8,135500,-0.613369926199262,-0.6859483394833948,-0.613369926199262,-0.7069243542435424,0.07529612546125462,0.028040590405904058,0.08061535947712418,0.08061535947712418,-0.00552121771217712,-0.005272875816993463,-0.005272875816993463,0.75,0.8862745098039215,0.4911504424778761,-93200.0,82.875,0
coarse,candidate__antipop_m060_d055,lotto649,大樂透,holdout,255,573,8,143250,-0.6471186736474694,-0.6928446771378708,-0.6471186736474694,-0.7043935427574171,0.010438045375218152,-0.005535776614310646,0.021142483660130718,0.021142483660130718,0.0012574171029668417,-0.0029775443510737637,-0.0029775443510737637,0.5,0.8784313725490196,0.48660714285714285,-99700.0,87.875,0
coarse,candidate__antipop_m060_d055,lotto649,大樂透,train,510,1038,8,259500,-0.655873795761079,-0.6683217726396917,-0.655873795761079,-0.679397880539499,0.0016064547206165699,-0.024362235067437378,0.003260445845004667,0.003260445845004667,-0.0038318882466281314,-0.002273867880485528,-0.002273867880485528,0.375,0.8607843137254902,0.4988610478359909,-173729.5,160.0,0
coarse,candidate__antipop_m060_d055,lotto649,大樂透,validation,255,542,8,135500,-0.6815618081180812,-0.6842324723247233,-0.6815618081180812,-0.6815618081180812,0.007104243542435424,-0.004597785977859778,0.006574416433239962,0.006574416433239962,0.019841328413284134,0.020110690943043883,0.020110690943043883,0.5,0.8588235294117647,0.4977168949771689,-93350.0,90.0,0
coarse,candidate__antipop_m060_d075,lotto649,大樂透,holdout,255,573,8,143250,-0.6818429319371728,-0.6949389179755672,-0.6818429319371728,-0.7082329842931937,-0.024286212914485166,-0.026959860383944156,-0.019156022408963583,-0.019156022408963583,-0.0025820244328097724,-0.008576050420168069,-0.008576050420168069,0.375,0.8666666666666667,0.5067873303167421,-99900.0,87.625,0
coarse,candidate__antipop_m060_d075,lotto649,大樂透,train,510,1038,8,259500,-0.6719229287090559,-0.6715125240847785,-0.6719229287090559,-0.6719229287090559,-0.014442678227360308,-0.038369942196531795,-0.01566685340802988,-0.01566685340802988,0.0036430635838150295,0.0027380485527544354,0.0027380485527544354,0.375,0.8705882352941177,0.47072072072072074,-174257.5,159.625,0
coarse,candidate__antipop_m060_d075,lotto649,大樂透,validation,255,542,8,135500,-0.6833265682656826,-0.6870848708487085,-0.6833265682656826,-0.6977278597785977,0.0053394833948339476,-0.00433210332103321,0.004134827264239027,0.004134827264239027,0.003675276752767527,0.002366199813258635,0.002366199813258635,0.5,0.8588235294117647,0.4931506849315068,-93550.0,82.875,0
coarse,candidate__antipop_m060_d090,lotto649,大樂透,holdout,255,573,8,143250,-0.6037303664921466,-0.6563176265270506,-0.6037303664921466,-0.7150200698080279,0.053826352530541015,9.424083769633482e-05,0.06168230625583567,0.06168230625583567,-0.009369109947643978,-0.0231249766573296,-0.0231249766573296,0.5,0.8470588235294118,0.4583333333333333,-94567.5,87.625,0
coarse,candidate__antipop_m060_d090,lotto649,大樂透,train,510,1038,8,259500,-0.5264826589595376,-0.6508034682080925,-0.5264826589595376,-0.6639426782273603,0.13099759152215798,0.01595761078998073,0.13365727124183008,0.13365727124183008,0.011623314065510596,0.012176388888888893,0.012176388888888893,0.625,0.8803921568627451,0.48775055679287305,-168883.5,166.75,0
coarse,candidate__antipop_m060_d090,lotto649,大樂透,validation,255,542,8,135500,-0.6743127306273062,-0.6832435424354244,-0.6743127306273062,-0.7141236162361624,0.014353321033210333,0.033306273062730624,0.016489215686274507,0.016489215686274507,-0.012720479704797047,-0.012283333333333334,-0.012283333333333334,0.625,0.8705882352941177,0.4954954954954955,-93029.5,83.125,0
coarse,candidate__antipop_m085_d055,lotto649,大樂透,holdout,255,573,8,143250,-0.6990497382198952,-0.7026178010471203,-0.6990497382198952,-0.6990497382198952,-0.04149301919720768,-0.058760907504363004,-0.039392203548085904,-0.039392203548085904,0.006601221640488655,0.0008377684407096165,0.0008377684407096165,0.375,0.8745098039215686,0.5067264573991032,-101100.0,88.375,0
coarse,candidate__antipop_m085_d055,lotto649,大樂透,train,510,1038,8,259500,-0.6074349710982659,-0.6616165703275529,-0.6074349710982659,-0.6927803468208092,0.050045279383429675,-0.030976878612716766,0.05225598739495799,0.05225598739495799,-0.017214354527938344,-0.016190581232493,-0.016190581232493,0.375,0.8705882352941177,0.46396396396396394,-171689.5,160.125,0
coarse,candidate__antipop_m085_d055,lotto649,大樂透,validation,255,542,8,135500,-0.6697536900369003,-0.6974169741697417,-0.6697536900369003,-0.713729704797048,0.018912361623616238,-0.003483394833948339,0.020714332399626518,0.020714332399626518,-0.012326568265682658,-0.012484687208216619,-0.012484687208216619,0.5,0.8941176470588236,0.4956140350877193,-94700.0,83.375,0
coarse,candidate__antipop_m085_d075,lotto649,大樂透,holdout,255,573,8,143250,-0.6732696335078534,-0.681022687609075,-0.6732696335078534,-0.693216404886562,-0.015712914485165794,-0.010907504363001745,-0.013004528478057888,-0.013004528478057888,0.012434554973821989,0.004814659197012138,0.004814659197012138,0.5,0.8823529411764706,0.5155555555555555,-98456.5,93.0,0
coarse,candidate__antipop_m085_d075,lotto649,大樂透,train,510,1038,8,259500,-0.5662408477842004,-0.6628921001926782,-0.5662408477842004,-0.691073217726397,0.09123940269749518,0.03428709055876686,0.09361306022408963,0.09361306022408963,-0.015507225433526011,-0.01501733193277311,-0.01501733193277311,0.625,0.8607843137254902,0.44874715261959,-172020.5,152.875,0
coarse,candidate__antipop_m085_d075,lotto649,大樂透,validation,255,542,8,135500,-0.6757795202952029,-0.6782472324723248,-0.6757795202952029,-0.692179889298893,0.01288653136531365,0.017162361623616236,0.01348781512605042,0.01348781512605042,0.009223247232472325,0.00959467787114846,0.00959467787114846,0.5,0.8901960784313725,0.5022026431718062,-91902.5,86.5,0
coarse,candidate__antipop_m085_d090,lotto649,大樂透,holdout,255,573,8,143250,-0.7075157068062827,-0.7179755671902268,-0.7075157068062827,-0.7075157068062827,-0.04995898778359511,-0.059336823734729496,-0.04804869281045752,-0.04804869281045752,-0.0018647469458987786,-0.007818720821661998,-0.007818720821661998,0.375,0.8745098039215686,0.5112107623318386,-102850.0,91.125,0
coarse,candidate__antipop_m085_d090,lotto649,大樂透,train,510,1038,8,259500,-0.6434585741811175,-0.6603063583815029,-0.6434585741811175,-0.6666112716763006,0.014021676300578033,-0.0010481695568400774,0.013183531746031747,0.013183531746031747,0.008954720616570327,0.00802715919701214,0.00802715919701214,0.5,0.8901960784313725,0.4955947136563877,-171521.5,155.5,0
coarse,candidate__antipop_m085_d090,lotto649,大樂透,validation,255,542,8,135500,-0.7038957564575645,-0.7224132841328412,-0.7038957564575645,-0.7196273062730627,-0.015229704797047971,-0.01411070110701107,-0.020326283846872083,-0.020326283846872083,-0.018224169741697417,-0.023508636788048553,-0.023508636788048553,0.375,0.8588235294117647,0.4474885844748858,-97887.0,81.125,0
coarse,candidate__balance_loose,lotto649,大樂透,holdout,255,573,8,143250,-0.6814799301919721,-0.6852146596858638,-0.6814799301919721,-0.706,-0.023923211169284468,0.0,-0.02738263305322129,-0.02738263305322129,-0.00034904013961605624,-0.0008963585434173671,-0.0008963585434173671,0.5,0.596078431372549,0.4605263157894737,-98857.0,88.375,0
coarse,candidate__balance_loose,lotto649,大樂透,train,510,1038,8,259500,-0.6770708092485549,-0.6838381502890173,-0.6770708092485549,-0.6770708092485549,-0.019590558766859348,-0.0071618497109826595,-0.01941153127917834,-0.01941153127917834,-0.001504816955684008,-0.0010066293183940232,-0.0010066293183940232,0.5,0.5941176470588235,0.5214521452145214,-177456.0,164.75,0
coarse,candidate__balance_loose,lotto649,大樂透,validation,255,542,8,135500,-0.696700184501845,-0.7068154981549816,-0.696700184501845,-0.7094372693726937,-0.008034132841328413,-0.01033210332103321,-0.004094724556489262,-0.004094724556489262,-0.008034132841328413,-0.004094724556489262,-0.004094724556489262,0.375,0.5882352941176471,0.44,-95773.5,83.75,0
coarse,candidate__balance_standard,lotto649,大樂透,holdout,255,573,8,143250,-0.6422958115183246,-0.6663176265270506,-0.6422958115183246,-0.7118673647469459,0.015260907504363,-0.0006980802792321117,0.01338043884220355,0.01338043884220355,-0.006216404886561956,-0.0107499533146592,-0.0107499533146592,0.25,0.792156862745098,0.5148514851485149,-97250.0,88.5,0
coarse,candidate__balance_standard,lotto649,大樂透,train,510,1038,8,259500,-0.6792336223506744,-0.6861734104046242,-0.6792336223506744,-0.6792336223506744,-0.021753371868978803,-0.03817919075144509,-0.02204761904761905,-0.02204761904761905,-0.003667630057803467,-0.003642717086834733,-0.003642717086834733,0.375,0.8019607843137255,0.4963325183374083,-179297.5,164.5,0
coarse,candidate__balance_standard,lotto649,大樂透,validation,255,542,8,135500,-0.6919566420664206,-0.6954317343173432,-0.6919566420664206,-0.6919566420664206,-0.0032905904059040603,-2.2140221402214624e-05,-0.005566013071895426,-0.005566013071895426,0.009446494464944648,0.007970261437908497,0.007970261437908497,0.5,0.7647058823529411,0.517948717948718,-94631.0,88.5,0
coarse,candidate__balance_tight,lotto649,大樂透,holdout,255,573,8,143250,-0.6936753926701571,-0.6858638743455497,-0.6936753926701571,-0.7116928446771379,-0.036118673647469464,-0.039790575916230364,-0.03361260504201681,-0.03361260504201681,-0.0060418848167539275,-0.013625770308123251,-0.013625770308123251,0.25,0.8745098039215686,0.484304932735426,-99950.0,88.0,0
coarse,candidate__balance_tight,lotto649,大樂透,train,510,1038,8,259500,-0.6726180154142581,-0.6780346820809249,-0.6726180154142581,-0.6726180154142581,-0.015137764932562619,-0.021105973025048172,-0.01640596405228758,-0.01640596405228758,0.002947976878612717,0.001998937908496734,0.001998937908496734,0.375,0.8274509803921568,0.5213270142180095,-175950.0,160.75,0
coarse,candidate__balance_tight,lotto649,大樂透,validation,255,542,8,135500,-0.6919916974169742,-0.6936309963099632,-0.6919916974169742,-0.6919916974169742,-0.003325645756457566,-0.00017343173431734384,-0.013566479925303456,-0.013566479925303456,0.009411439114391143,-3.0205415499533667e-05,-3.0205415499533667e-05,0.5,0.803921568627451,0.4926829268292683,-93987.0,86.75,0
coarse,candidate__cold_g075_c2,lotto649,大樂透,holdout,255,573,8,143250,-0.7034171029668412,-0.7121396160558464,-0.7034171029668412,-0.7297914485165794,-0.04586038394415358,-0.04978708551483421,-0.041724836601307186,-0.041724836601307186,-0.02414048865619546,-0.031127217553688143,-0.031127217553688143,0.125,0.8549019607843137,0.481651376146789,-102014.0,84.5,0
coarse,candidate__cold_g075_c2,lotto649,大樂透,train,510,1038,8,259500,-0.6768853564547206,-0.6675221579961464,-0.6768853564547206,-0.69846387283237,-0.01940510597302505,-0.022038535645472063,-0.02321527777777778,-0.02321527777777778,-0.022897880539499038,-0.02304174836601307,-0.02304174836601307,0.375,0.8784313725490196,0.46651785714285715,-174627.5,152.625,0
coarse,candidate__cold_g075_c2,lotto649,大樂透,validation,255,542,8,135500,-0.6566752767527675,-0.6969446494464945,-0.6566752767527675,-0.6946254612546126,0.03199077490774908,0.00537269372693727,0.035698319327731085,0.035698319327731085,0.006777675276752767,0.008903221288515405,0.008903221288515405,0.5,0.8313725490196079,0.4669811320754717,-94436.0,85.0,0
coarse,candidate__cold_g075_c4,lotto649,大樂透,holdout,255,573,8,143250,-0.694868237347295,-0.7079441535776614,-0.694868237347295,-0.7227783595113438,-0.03731151832460733,-0.02368586387434555,-0.0331610177404295,-0.0331610177404295,-0.01712739965095986,-0.024288888888888895,-0.024288888888888895,0.25,0.8666666666666667,0.4434389140271493,-101663.0,82.875,0
coarse,candidate__cold_g075_c4,lotto649,大樂透,train,510,1038,8,259500,-0.5934412331406551,-0.7046801541425819,-0.5934412331406551,-0.6962129094412332,0.06403901734104046,-0.030664739884393062,0.06301654995331465,0.06301654995331465,-0.020646917148362236,-0.023163842203548085,-0.023163842203548085,0.375,0.8705882352941177,0.45045045045045046,-182864.5,159.0,0
coarse,candidate__cold_g075_c4,lotto649,大樂透,validation,255,542,8,135500,-0.6868071955719557,-0.71070110701107,-0.6868071955719557,-0.7206854243542435,0.0018588560885608864,-0.0016420664206642063,0.0014021942110177352,0.0014021942110177352,-0.01928228782287823,-0.02106545284780579,-0.02106545284780579,0.5,0.8745098039215686,0.452914798206278,-96300.0,80.0,0
coarse,candidate__cold_g075_c8,lotto649,大樂透,holdout,255,573,8,143250,-0.6916797556719023,-0.6889598603839442,-0.6916797556719023,-0.7163821989528796,-0.03412303664921466,-0.01530890052356021,-0.03240592903828198,-0.03240592903828198,-0.010731239092495638,-0.019929878618113916,-0.019929878618113916,0.25,0.8470588235294118,0.4537037037037037,-98693.5,85.125,0
coarse,candidate__cold_g075_c8,lotto649,大樂透,train,510,1038,8,259500,-0.5984450867052024,-0.6377726396917148,-0.5984450867052024,-0.676934971098266,0.05903516377649326,0.004061657032755298,0.04041695845004668,0.04041695845004668,-0.0013689788053949906,-0.002460982726423905,-0.002460982726423905,0.5,0.8666666666666667,0.4434389140271493,-165502.0,156.375,0
coarse,candidate__cold_g075_c8,lotto649,大樂透,validation,255,542,8,135500,-0.7067389298892989,-0.6969114391143911,-0.7067389298892989,-0.7067389298892989,-0.01807287822878229,-0.00031365313653136575,-0.01807511671335201,-0.01807511671335201,-0.00533579335793358,-0.004538842203548087,-0.004538842203548087,0.5,0.8823529411764706,0.4622222222222222,-94431.5,83.5,0
coarse,candidate__cold_g150_c2,lotto649,大樂透,holdout,255,573,8,143250,-0.6903481675392671,-0.6931588132635254,-0.6903481675392671,-0.7289380453752181,-0.032791448516579405,-0.031148342059336823,-0.025806209150326793,-0.025806209150326793,-0.023287085514834206,-0.02893309990662932,-0.02893309990662932,0.25,0.8862745098039215,0.45132743362831856,-99295.0,83.75,0
coarse,candidate__cold_g150_c2,lotto649,大樂透,train,510,1038,8,259500,-0.6517894990366089,-0.6675645472061658,-0.6517894990366089,-0.6660414258188825,0.005690751445086705,-0.0037360308285163783,0.0044967436974789905,0.0044967436974789905,0.00952456647398844,0.008398214285714287,0.008398214285714287,0.5,0.8745098039215686,0.47757847533632286,-175009.5,163.75,0
coarse,candidate__cold_g150_c2,lotto649,大樂透,validation,255,542,8,135500,-0.7006448339483395,-0.6918081180811808,-0.7006448339483395,-0.7092426199261993,-0.011978782287822877,-0.017505535055350553,-0.012169234360410832,-0.012169234360410832,-0.007839483394833948,-0.0077702147525676975,-0.0077702147525676975,0.375,0.9019607843137255,0.48695652173913045,-93740.0,82.25,0
coarse,candidate__cold_g150_c4,lotto649,大樂透,holdout,255,573,8,143250,-0.6842469458987783,-0.6963350785340314,-0.6842469458987783,-0.7212574171029669,-0.02669022687609075,-0.019280977312390923,-0.0279765172735761,-0.0279765172735761,-0.015606457242582899,-0.02932889822595705,-0.02932889822595705,0.375,0.9176470588235294,0.43162393162393164,-100550.0,83.25,0
coarse,candidate__cold_g150_c4,lotto649,大樂透,train,510,1038,8,259500,-0.6224725433526012,-0.6357976878612717,-0.6224725433526012,-0.6630799614643546,0.035007707129094415,0.016028901734104047,0.03311530112044818,0.03311530112044818,0.012486030828516377,0.010196183473389358,0.010196183473389358,0.75,0.8862745098039215,0.45132743362831856,-165639.5,169.5,0
coarse,candidate__cold_g150_c4,lotto649,大樂透,validation,255,542,8,135500,-0.7000488929889298,-0.6988929889298893,-0.7000488929889298,-0.7000488929889298,-0.011382841328413284,-0.01337638376383764,-0.010740382819794584,-0.010740382819794584,0.001354243542435424,0.0027958916900093374,0.0027958916900093374,0.375,0.8823529411764706,0.44,-94700.0,87.875,0
coarse,candidate__cold_g150_c8,lotto649,大樂透,holdout,255,573,8,143250,-0.6696832460732984,-0.686303664921466,-0.6696832460732984,-0.6949624781849912,-0.01212652705061082,-0.03659685863874346,-0.01735233426704015,-0.01735233426704015,0.01068848167539267,-0.005524323062558361,-0.005524323062558361,0.375,0.8666666666666667,0.4072398190045249,-98830.5,89.0,0
coarse,candidate__cold_g150_c8,lotto649,大樂透,train,510,1038,8,259500,-0.6310255298651253,-0.6260346820809248,-0.6310255298651253,-0.64896387283237,0.026454720616570327,0.039818882466281305,0.02565075863678805,0.02565075863678805,0.026602119460500964,0.02580075863678805,0.02580075863678805,0.75,0.8784313725490196,0.421875,-164590.5,173.5,0
coarse,candidate__cold_g150_c8,lotto649,大樂透,validation,255,542,8,135500,-0.665260147601476,-0.7092250922509225,-0.665260147601476,-0.7082112546125461,0.023405904059040594,-0.024719557195571958,0.023314285714285718,0.023314285714285718,-0.006808118081180812,-0.008795518207282917,-0.008795518207282917,0.375,0.8862745098039215,0.4026548672566372,-96100.0,85.5,0
coarse,candidate__cold_g225_c2,lotto649,大樂透,holdout,255,573,8,143250,-0.6971701570680628,-0.7109947643979058,-0.6971701570680628,-0.7118202443280978,-0.03961343804537522,-0.02219546247818499,-0.03673048552754435,-0.03673048552754435,-0.006169284467713787,-0.012960317460317464,-0.012960317460317464,0.375,0.9137254901960784,0.463519313304721,-101850.0,85.5,0
coarse,candidate__cold_g225_c2,lotto649,大樂透,train,510,1038,8,259500,-0.6251305394990366,-0.6381368015414258,-0.6251305394990366,-0.6635149325626204,0.03234971098265896,0.004227360308285163,0.02970295284780579,0.02970295284780579,0.012051059730250481,0.00904609010270775,0.00904609010270775,0.5,0.8823529411764706,0.43777777777777777,-168959.5,165.625,0
coarse,candidate__cold_g225_c2,lotto649,大樂透,validation,255,542,8,135500,-0.6355498154981549,-0.686040590405904,-0.6355498154981549,-0.7016014760147601,0.05311623616236162,0.03842435424354243,0.03070485527544351,0.03070485527544351,-0.000198339483394834,-0.0015319794584500478,-0.0015319794584500478,0.75,0.9098039215686274,0.47844827586206895,-92958.5,85.625,0
coarse,candidate__cold_g225_c4,lotto649,大樂透,holdout,255,573,8,143250,-0.723173647469459,-0.7351692844677138,-0.723173647469459,-0.723173647469459,-0.06561692844677137,-0.0706806282722513,-0.07407595704948647,-0.07407595704948647,-0.017522687609075042,-0.03384598506069095,-0.03384598506069095,0.25,0.9254901960784314,0.3644067796610169,-105848.0,83.75,0
coarse,candidate__cold_g225_c4,lotto649,大樂透,train,510,1038,8,259500,-0.6259171483622351,-0.6422870905587669,-0.6259171483622351,-0.6525592485549133,0.0315631021194605,0.017055876685934487,0.02720901027077498,0.02720901027077498,0.02300674373795761,0.021688748832866478,0.021688748832866478,0.625,0.8647058823529412,0.40589569160997735,-168662.0,173.0,0
coarse,candidate__cold_g225_c4,lotto649,大樂透,validation,255,542,8,135500,-0.6905055350553506,-0.696660516605166,-0.6905055350553506,-0.6905055350553506,-0.0018394833948339494,0.0004206642066420666,-0.0009754435107376346,-0.0009754435107376346,0.010897601476014759,0.012560830999066287,0.012560830999066287,0.5,0.9058823529411765,0.36796536796536794,-94397.5,86.125,0
